Year,State,District,target_yield,Season,Crop,yield,ndvi,rainfall,temperature
1970,Andhra Pradesh,S.P.S. Nellore,940.36,,,,,,
1971,Andhra Pradesh,S.P.S. Nellore,1357.67,,,,,,
1972,Andhra Pradesh,S.P.S. Nellore,1098.52,,,,,,
1973,Andhra Pradesh,S.P.S. Nellore,1227.4,,,,,,
1974,Andhra Pradesh,S.P.S. Nellore,1342.08,,,,,,
1975,Andhra Pradesh,S.P.S. Nellore,1597.61,,,,,,
1976,Andhra Pradesh,S.P.S. Nellore,1222.36,,,,,,
1977,Andhra Pradesh,S.P.S. Nellore,1437.5,,,,,,
1978,Andhra Pradesh,S.P.S. Nellore,1455.45,,,,,,
1979,Andhra Pradesh,S.P.S. Nellore,1859.85,,,,,,
1980,Andhra Pradesh,S.P.S. Nellore,1831.9,,,,,,
1981,Andhra Pradesh,S.P.S. Nellore,2031.37,,,,,,
1982,Andhra Pradesh,S.P.S. Nellore,1720.31,,,,,,
1983,Andhra Pradesh,S.P.S. Nellore,2028.45,,,,,,
1984,Andhra Pradesh,S.P.S. Nellore,1803.0,,,,,,
1985,Andhra Pradesh,S.P.S. Nellore,2171.18,,,,,,
1986,Andhra Pradesh,S.P.S. Nellore,2290.32,,,,,,
1987,Andhra Pradesh,S.P.S. Nellore,2508.13,,,,,,
1988,Andhra Pradesh,S.P.S. Nellore,2486.42,,,,,,
1989,Andhra Pradesh,S.P.S. Nellore,2471.8,,,,,,
1990,Andhra Pradesh,S.P.S. Nellore,2636.84,,,,,,
1991,Andhra Pradesh,S.P.S. Nellore,2187.62,,,,,,
1992,Andhra Pradesh,S.P.S. Nellore,2320.83,,,,,,
1993,Andhra Pradesh,S.P.S. Nellore,2959.27,,,,,,
1994,Andhra Pradesh,S.P.S. Nellore,2800.54,,,,,,
1995,Andhra Pradesh,S.P.S. Nellore,2278.17,,,,,,
1996,Andhra Pradesh,S.P.S. Nellore,2807.99,,,,,,
1997,Andhra Pradesh,S.P.S. Nellore,2842.37,,,,,,
1998,Andhra Pradesh,S.P.S. Nellore,2992.38,,,,,,
1999,Andhra Pradesh,S.P.S. Nellore,2708.49,,,,,,
2000,Andhra Pradesh,S.P.S. Nellore,2947.09,,,,,,
2001,Andhra Pradesh,S.P.S. Nellore,3391.1,,,,,,
2002,Andhra Pradesh,S.P.S. Nellore,2992.94,,,,,,
2003,Andhra Pradesh,S.P.S. Nellore,2668.68,,,,,,
2004,Andhra Pradesh,S.P.S. Nellore,3389.14,,,,,,
2005,Andhra Pradesh,S.P.S. Nellore,3604.45,,,,,,
2006,Andhra Pradesh,S.P.S. Nellore,3532.66,,,,,,
2007,Andhra Pradesh,S.P.S. Nellore,3645.23,,,,,,
2008,Andhra Pradesh,S.P.S. Nellore,3843.64,,,,,,
2009,Andhra Pradesh,S.P.S. Nellore,3765.82,,,,,,
2010,Andhra Pradesh,S.P.S. Nellore,3640.34,,,,,,
2011,Andhra Pradesh,S.P.S. Nellore,3984.22,,,,,,
2012,Andhra Pradesh,S.P.S. Nellore,4054.89,,,,,,
2013,Andhra Pradesh,S.P.S. Nellore,4011.42,,,,,,
2014,Andhra Pradesh,S.P.S. Nellore,4001.19,,,,,,
2015,Andhra Pradesh,S.P.S. Nellore,4449.4,,,,,,
2016,Andhra Pradesh,S.P.S. Nellore,4183.55,,,,,,
2017,Andhra Pradesh,S.P.S. Nellore,4558.52,,,,,,
1966,Andhra Pradesh,Kurnool,1244.9,,,,,,
1967,Andhra Pradesh,Kurnool,1367.35,,,,,,
1968,Andhra Pradesh,Kurnool,1142.28,,,,,,
1969,Andhra Pradesh,Kurnool,1191.09,,,,,,
1970,Andhra Pradesh,Kurnool,1364.72,,,,,,
1971,Andhra Pradesh,Kurnool,1435.8,,,,,,
1972,Andhra Pradesh,Kurnool,1296.15,,,,,,
1973,Andhra Pradesh,Kurnool,1713.87,,,,,,
1974,Andhra Pradesh,Kurnool,1550.0,,,,,,
1975,Andhra Pradesh,Kurnool,1527.47,,,,,,
1976,Andhra Pradesh,Kurnool,1002.08,,,,,,
1977,Andhra Pradesh,Kurnool,1495.06,,,,,,
1978,Andhra Pradesh,Kurnool,1562.09,,,,,,
1979,Andhra Pradesh,Kurnool,1500.0,,,,,,
1980,Andhra Pradesh,Kurnool,1634.78,,,,,,
1981,Andhra Pradesh,Kurnool,2000.0,,,,,,
1982,Andhra Pradesh,Kurnool,2067.65,,,,,,
1983,Andhra Pradesh,Kurnool,1847.51,,,,,,
1984,Andhra Pradesh,Kurnool,1605.02,,,,,,
1985,Andhra Pradesh,Kurnool,2049.03,,,,,,
1986,Andhra Pradesh,Kurnool,2153.85,,,,,,
1987,Andhra Pradesh,Kurnool,2092.11,,,,,,
1988,Andhra Pradesh,Kurnool,2405.71,,,,,,
1989,Andhra Pradesh,Kurnool,2193.55,,,,,,
1990,Andhra Pradesh,Kurnool,2493.96,,,,,,
1991,Andhra Pradesh,Kurnool,2584.89,,,,,,
1992,Andhra Pradesh,Kurnool,2394.73,,,,,,
1993,Andhra Pradesh,Kurnool,2703.94,,,,,,
1994,Andhra Pradesh,Kurnool,2242.52,,,,,,
1995,Andhra Pradesh,Kurnool,2486.91,,,,,,
1996,Andhra Pradesh,Kurnool,2994.36,,,,,,
1997,Andhra Pradesh,Kurnool,2649.44,,,,,,
1998,Andhra Pradesh,Kurnool,2848.19,,,,,,
1999,Andhra Pradesh,Kurnool,2737.96,,,,,,
2000,Andhra Pradesh,Kurnool,3223.1,,,,,,
2001,Andhra Pradesh,Kurnool,2880.81,,,,,,
2002,Andhra Pradesh,Kurnool,2163.69,,,,,,
2003,Andhra Pradesh,Kurnool,2798.45,,,,,,
2004,Andhra Pradesh,Kurnool,3376.61,,,,,,
2005,Andhra Pradesh,Kurnool,3291.3,,,,,,
2006,Andhra Pradesh,Kurnool,3327.88,,,,,,
2007,Andhra Pradesh,Kurnool,3539.31,,,,,,
2008,Andhra Pradesh,Kurnool,3427.84,,,,,,
2009,Andhra Pradesh,Kurnool,3343.21,,,,,,
2010,Andhra Pradesh,Kurnool,2961.26,,,,,,
2011,Andhra Pradesh,Kurnool,3566.47,,,,,,
2012,Andhra Pradesh,Kurnool,3757.06,,,,,,
2013,Andhra Pradesh,Kurnool,3696.13,,,,,,
2014,Andhra Pradesh,Kurnool,3865.01,,,,,,
2015,Andhra Pradesh,Kurnool,3192.9,,,,,,
2016,Andhra Pradesh,Kurnool,3977.44,,,,,,
2017,Andhra Pradesh,Kurnool,3570.06,,,,,,
1966,Andhra Pradesh,Ananthapur,1730.16,,,,,,
1967,Andhra Pradesh,Ananthapur,1553.19,,,,,,
1968,Andhra Pradesh,Ananthapur,1310.78,,,,,,
1969,Andhra Pradesh,Ananthapur,1560.75,,,,,,
1970,Andhra Pradesh,Ananthapur,1568.44,,,,,,
1971,Andhra Pradesh,Ananthapur,1844.96,,,,,,
1972,Andhra Pradesh,Ananthapur,1769.41,,,,,,
1973,Andhra Pradesh,Ananthapur,1609.54,,,,,,
1974,Andhra Pradesh,Ananthapur,1791.67,,,,,,
1975,Andhra Pradesh,Ananthapur,1443.35,,,,,,
1976,Andhra Pradesh,Ananthapur,1227.91,,,,,,
1977,Andhra Pradesh,Ananthapur,1860.53,,,,,,
1978,Andhra Pradesh,Ananthapur,1842.11,,,,,,
1979,Andhra Pradesh,Ananthapur,1661.54,,,,,,
1980,Andhra Pradesh,Ananthapur,1884.62,,,,,,
1981,Andhra Pradesh,Ananthapur,1887.5,,,,,,
1982,Andhra Pradesh,Ananthapur,1957.26,,,,,,
1983,Andhra Pradesh,Ananthapur,1915.03,,,,,,
1984,Andhra Pradesh,Ananthapur,1786.36,,,,,,
1985,Andhra Pradesh,Ananthapur,2184.13,,,,,,
1986,Andhra Pradesh,Ananthapur,1780.49,,,,,,
1987,Andhra Pradesh,Ananthapur,2046.51,,,,,,
1988,Andhra Pradesh,Ananthapur,2205.75,,,,,,
1989,Andhra Pradesh,Ananthapur,2247.18,,,,,,
1990,Andhra Pradesh,Ananthapur,2261.52,,,,,,
1991,Andhra Pradesh,Ananthapur,2529.96,,,,,,
1992,Andhra Pradesh,Ananthapur,1962.95,,,,,,
1993,Andhra Pradesh,Ananthapur,2183.67,,,,,,
1994,Andhra Pradesh,Ananthapur,2000.0,,,,,,
1995,Andhra Pradesh,Ananthapur,2170.73,,,,,,
1996,Andhra Pradesh,Ananthapur,2470.59,,,,,,
1997,Andhra Pradesh,Ananthapur,2074.07,,,,,,
1998,Andhra Pradesh,Ananthapur,2476.92,,,,,,
1999,Andhra Pradesh,Ananthapur,2587.98,,,,,,
2000,Andhra Pradesh,Ananthapur,2821.29,,,,,,
2001,Andhra Pradesh,Ananthapur,2880.56,,,,,,
2002,Andhra Pradesh,Ananthapur,2150.0,,,,,,
2003,Andhra Pradesh,Ananthapur,2482.36,,,,,,
2004,Andhra Pradesh,Ananthapur,3176.59,,,,,,
2005,Andhra Pradesh,Ananthapur,2607.68,,,,,,
2006,Andhra Pradesh,Ananthapur,2993.98,,,,,,
2007,Andhra Pradesh,Ananthapur,2978.65,,,,,,
2008,Andhra Pradesh,Ananthapur,2964.49,,,,,,
2009,Andhra Pradesh,Ananthapur,2873.38,,,,,,
2010,Andhra Pradesh,Ananthapur,2866.22,,,,,,
2011,Andhra Pradesh,Ananthapur,2467.02,,,,,,
2012,Andhra Pradesh,Ananthapur,2631.67,,,,,,
2013,Andhra Pradesh,Ananthapur,2176.73,,,,,,
2014,Andhra Pradesh,Ananthapur,2825.4,,,,,,
2015,Andhra Pradesh,Ananthapur,2904.52,,,,,,
2016,Andhra Pradesh,Ananthapur,2509.33,,,,,,
2017,Andhra Pradesh,Ananthapur,2793.52,,,,,,
1966,Andhra Pradesh,Kadapa YSR,1532.47,,,,,,
1967,Andhra Pradesh,Kadapa YSR,1621.62,,,,,,
1968,Andhra Pradesh,Kadapa YSR,1476.27,,,,,,
1969,Andhra Pradesh,Kadapa YSR,1335.04,,,,,,
1970,Andhra Pradesh,Kadapa YSR,1239.57,,,,,,
1971,Andhra Pradesh,Kadapa YSR,1858.53,,,,,,
1972,Andhra Pradesh,Kadapa YSR,1467.08,,,,,,
1973,Andhra Pradesh,Kadapa YSR,1844.01,,,,,,
1974,Andhra Pradesh,Kadapa YSR,1834.65,,,,,,
1975,Andhra Pradesh,Kadapa YSR,1780.34,,,,,,
1976,Andhra Pradesh,Kadapa YSR,1437.8,,,,,,
1977,Andhra Pradesh,Kadapa YSR,1592.59,,,,,,
1978,Andhra Pradesh,Kadapa YSR,2070.46,,,,,,
1979,Andhra Pradesh,Kadapa YSR,1630.14,,,,,,
1980,Andhra Pradesh,Kadapa YSR,1884.54,,,,,,
1981,Andhra Pradesh,Kadapa YSR,2180.33,,,,,,
1982,Andhra Pradesh,Kadapa YSR,2314.18,,,,,,
1983,Andhra Pradesh,Kadapa YSR,2091.16,,,,,,
1984,Andhra Pradesh,Kadapa YSR,2076.49,,,,,,
1985,Andhra Pradesh,Kadapa YSR,2087.11,,,,,,
1986,Andhra Pradesh,Kadapa YSR,2425.0,,,,,,
1987,Andhra Pradesh,Kadapa YSR,2355.56,,,,,,
1988,Andhra Pradesh,Kadapa YSR,2937.58,,,,,,
1989,Andhra Pradesh,Kadapa YSR,2870.24,,,,,,
1990,Andhra Pradesh,Kadapa YSR,2829.96,,,,,,
1991,Andhra Pradesh,Kadapa YSR,2591.35,,,,,,
1992,Andhra Pradesh,Kadapa YSR,2680.52,,,,,,
1993,Andhra Pradesh,Kadapa YSR,3076.92,,,,,,
1994,Andhra Pradesh,Kadapa YSR,2784.31,,,,,,
1995,Andhra Pradesh,Kadapa YSR,2762.71,,,,,,
1996,Andhra Pradesh,Kadapa YSR,2439.02,,,,,,
1997,Andhra Pradesh,Kadapa YSR,1721.31,,,,,,
1998,Andhra Pradesh,Kadapa YSR,2789.47,,,,,,
1999,Andhra Pradesh,Kadapa YSR,2392.63,,,,,,
2000,Andhra Pradesh,Kadapa YSR,2598.02,,,,,,
2001,Andhra Pradesh,Kadapa YSR,2575.03,,,,,,
2002,Andhra Pradesh,Kadapa YSR,2000.0,,,,,,
2003,Andhra Pradesh,Kadapa YSR,2463.66,,,,,,
2004,Andhra Pradesh,Kadapa YSR,3060.43,,,,,,
2005,Andhra Pradesh,Kadapa YSR,2121.65,,,,,,
2006,Andhra Pradesh,Kadapa YSR,2674.48,,,,,,
2007,Andhra Pradesh,Kadapa YSR,2942.14,,,,,,
2008,Andhra Pradesh,Kadapa YSR,1973.87,,,,,,
2009,Andhra Pradesh,Kadapa YSR,2877.07,,,,,,
2010,Andhra Pradesh,Kadapa YSR,1840.72,,,,,,
2011,Andhra Pradesh,Kadapa YSR,2943.6,,,,,,
2012,Andhra Pradesh,Kadapa YSR,2627.64,,,,,,
2013,Andhra Pradesh,Kadapa YSR,2843.09,,,,,,
2014,Andhra Pradesh,Kadapa YSR,3613.86,,,,,,
2015,Andhra Pradesh,Kadapa YSR,3058.37,,,,,,
2016,Andhra Pradesh,Kadapa YSR,3291.14,,,,,,
2017,Andhra Pradesh,Kadapa YSR,2542.13,,,,,,
1966,Andhra Pradesh,Chittoor,1647.44,,,,,,
1967,Andhra Pradesh,Chittoor,1467.63,,,,,,
1968,Andhra Pradesh,Chittoor,1247.62,,,,,,
1969,Andhra Pradesh,Chittoor,1713.43,,,,,,
1970,Andhra Pradesh,Chittoor,1568.74,,,,,,
1971,Andhra Pradesh,Chittoor,1841.73,,,,,,
1972,Andhra Pradesh,Chittoor,2123.86,,,,,,
1973,Andhra Pradesh,Chittoor,1818.39,,,,,,
1974,Andhra Pradesh,Chittoor,1672.02,,,,,,
1975,Andhra Pradesh,Chittoor,1868.44,,,,,,
1976,Andhra Pradesh,Chittoor,1762.73,,,,,,
1977,Andhra Pradesh,Chittoor,1978.02,,,,,,
1978,Andhra Pradesh,Chittoor,1948.44,,,,,,
1979,Andhra Pradesh,Chittoor,2000.0,,,,,,
1980,Andhra Pradesh,Chittoor,1740.58,,,,,,
1981,Andhra Pradesh,Chittoor,2056.0,,,,,,
1982,Andhra Pradesh,Chittoor,1729.79,,,,,,
1983,Andhra Pradesh,Chittoor,2236.12,,,,,,
1984,Andhra Pradesh,Chittoor,2053.05,,,,,,
1985,Andhra Pradesh,Chittoor,2201.7,,,,,,
1986,Andhra Pradesh,Chittoor,1661.02,,,,,,
1987,Andhra Pradesh,Chittoor,2424.24,,,,,,
1988,Andhra Pradesh,Chittoor,2251.55,,,,,,
1989,Andhra Pradesh,Chittoor,2262.88,,,,,,
1990,Andhra Pradesh,Chittoor,2554.69,,,,,,
1991,Andhra Pradesh,Chittoor,2306.59,,,,,,
1992,Andhra Pradesh,Chittoor,1738.7,,,,,,
1993,Andhra Pradesh,Chittoor,2386.79,,,,,,
1994,Andhra Pradesh,Chittoor,2256.1,,,,,,
1995,Andhra Pradesh,Chittoor,2192.77,,,,,,
1996,Andhra Pradesh,Chittoor,2428.57,,,,,,
1997,Andhra Pradesh,Chittoor,2242.42,,,,,,
1998,Andhra Pradesh,Chittoor,2548.08,,,,,,
1999,Andhra Pradesh,Chittoor,2029.59,,,,,,
2000,Andhra Pradesh,Chittoor,2478.33,,,,,,
2001,Andhra Pradesh,Chittoor,2613.44,,,,,,
2002,Andhra Pradesh,Chittoor,2540.0,,,,,,
2003,Andhra Pradesh,Chittoor,1862.82,,,,,,
2004,Andhra Pradesh,Chittoor,2506.91,,,,,,
2005,Andhra Pradesh,Chittoor,2794.41,,,,,,
2006,Andhra Pradesh,Chittoor,2761.74,,,,,,
2007,Andhra Pradesh,Chittoor,3002.1,,,,,,
2008,Andhra Pradesh,Chittoor,2969.74,,,,,,
2009,Andhra Pradesh,Chittoor,3098.34,,,,,,
2010,Andhra Pradesh,Chittoor,3006.5,,,,,,
2011,Andhra Pradesh,Chittoor,3305.22,,,,,,
2012,Andhra Pradesh,Chittoor,3607.87,,,,,,
2013,Andhra Pradesh,Chittoor,3389.89,,,,,,
2014,Andhra Pradesh,Chittoor,3232.12,,,,,,
2015,Andhra Pradesh,Chittoor,3795.24,,,,,,
2016,Andhra Pradesh,Chittoor,3644.56,,,,,,
2017,Andhra Pradesh,Chittoor,3797.99,,,,,,
1966,Telangana,Hyderabad,1238.1,,,,,,
1967,Telangana,Hyderabad,1547.17,,,,,,
1968,Telangana,Hyderabad,1160.95,,,,,,
1969,Telangana,Hyderabad,1209.13,,,,,,
1970,Telangana,Hyderabad,1208.58,,,,,,
1971,Telangana,Hyderabad,1259.45,,,,,,
1972,Telangana,Hyderabad,1142.86,,,,,,
1973,Telangana,Hyderabad,2024.1,,,,,,
1974,Telangana,Hyderabad,1753.59,,,,,,
1975,Telangana,Hyderabad,1720.51,,,,,,
1976,Telangana,Hyderabad,1762.15,,,,,,
1977,Telangana,Hyderabad,1821.8,,,,,,
1978,Telangana,Hyderabad,1981.13,,,,,,
1979,Telangana,Hyderabad,1826.09,,,,,,
1980,Telangana,Hyderabad,1560.98,,,,,,
1981,Telangana,Hyderabad,1735.85,,,,,,
1982,Telangana,Hyderabad,1621.32,,,,,,
1983,Telangana,Hyderabad,1683.07,,,,,,
1984,Telangana,Hyderabad,1893.25,,,,,,
1985,Telangana,Hyderabad,1312.69,,,,,,
1986,Telangana,Hyderabad,1954.55,,,,,,
1987,Telangana,Hyderabad,2064.52,,,,,,
1988,Telangana,Hyderabad,2175.95,,,,,,
1989,Telangana,Hyderabad,2415.13,,,,,,
1990,Telangana,Hyderabad,2752.1,,,,,,
1991,Telangana,Hyderabad,2217.02,,,,,,
1992,Telangana,Hyderabad,2102.22,,,,,,
1993,Telangana,Hyderabad,2256.41,,,,,,
1994,Telangana,Hyderabad,2314.29,,,,,,
1995,Telangana,Hyderabad,2050.0,,,,,,
1996,Telangana,Hyderabad,2291.67,,,,,,
1997,Telangana,Hyderabad,2300.0,,,,,,
1998,Telangana,Hyderabad,2200.0,,,,,,
1999,Telangana,Hyderabad,2182.54,,,,,,
2000,Telangana,Hyderabad,2551.12,,,,,,
2001,Telangana,Hyderabad,2656.25,,,,,,
2002,Telangana,Hyderabad,2000.0,,,,,,
2003,Telangana,Hyderabad,2356.75,,,,,,
2004,Telangana,Hyderabad,2621.54,,,,,,
2005,Telangana,Hyderabad,2785.64,,,,,,
2006,Telangana,Hyderabad,2666.99,,,,,,
2007,Telangana,Hyderabad,2533.55,,,,,,
2008,Telangana,Hyderabad,2866.67,,,,,,
2009,Telangana,Hyderabad,2620.48,,,,,,
2010,Telangana,Hyderabad,2599.31,,,,,,
2011,Telangana,Hyderabad,2360.89,,,,,,
2012,Telangana,Hyderabad,2405.28,,,,,,
2013,Telangana,Hyderabad,2283.97,,,,,,
2014,Telangana,Hyderabad,2614.97,,,,,,
2015,Telangana,Hyderabad,2529.24,,,,,,
2016,Telangana,Hyderabad,2858.43,,,,,,
2017,Telangana,Hyderabad,2983.71,,,,,,
1966,Telangana,Nizamabad,2120.0,,,,,,
1967,Telangana,Nizamabad,2016.13,,,,,,
1968,Telangana,Nizamabad,1620.51,,,,,,
1969,Telangana,Nizamabad,1793.73,,,,,,
1970,Telangana,Nizamabad,1768.94,,,,,,
1971,Telangana,Nizamabad,1451.84,,,,,,
1972,Telangana,Nizamabad,414.3,,,,,,
1973,Telangana,Nizamabad,1988.9,,,,,,
1974,Telangana,Nizamabad,1487.93,,,,,,
1975,Telangana,Nizamabad,1914.29,,,,,,
1976,Telangana,Nizamabad,1775.04,,,,,,
1977,Telangana,Nizamabad,2283.03,,,,,,
1978,Telangana,Nizamabad,2590.64,,,,,,
1979,Telangana,Nizamabad,1865.67,,,,,,
1980,Telangana,Nizamabad,2101.45,,,,,,
1981,Telangana,Nizamabad,2370.86,,,,,,
1982,Telangana,Nizamabad,2205.14,,,,,,
1983,Telangana,Nizamabad,2015.11,,,,,,
1984,Telangana,Nizamabad,1901.45,,,,,,
1985,Telangana,Nizamabad,1913.04,,,,,,
1986,Telangana,Nizamabad,1484.38,,,,,,
1987,Telangana,Nizamabad,2150.79,,,,,,
1988,Telangana,Nizamabad,2465.52,,,,,,
1989,Telangana,Nizamabad,2453.35,,,,,,
1990,Telangana,Nizamabad,2458.09,,,,,,
1991,Telangana,Nizamabad,2251.35,,,,,,
1992,Telangana,Nizamabad,2027.06,,,,,,
1993,Telangana,Nizamabad,2036.04,,,,,,
1994,Telangana,Nizamabad,2318.18,,,,,,
1995,Telangana,Nizamabad,2132.35,,,,,,
1996,Telangana,Nizamabad,2547.3,,,,,,
1997,Telangana,Nizamabad,1786.41,,,,,,
1998,Telangana,Nizamabad,2742.14,,,,,,
1999,Telangana,Nizamabad,2538.94,,,,,,
2000,Telangana,Nizamabad,2756.02,,,,,,
2001,Telangana,Nizamabad,2531.33,,,,,,
2002,Telangana,Nizamabad,1666.67,,,,,,
2003,Telangana,Nizamabad,3090.29,,,,,,
2004,Telangana,Nizamabad,2305.72,,,,,,
2005,Telangana,Nizamabad,3383.64,,,,,,
2006,Telangana,Nizamabad,3214.2,,,,,,
2007,Telangana,Nizamabad,3553.94,,,,,,
2008,Telangana,Nizamabad,3576.33,,,,,,
2009,Telangana,Nizamabad,3208.21,,,,,,
2010,Telangana,Nizamabad,3809.4,,,,,,
2011,Telangana,Nizamabad,3741.97,,,,,,
2012,Telangana,Nizamabad,3815.25,,,,,,
2013,Telangana,Nizamabad,4003.64,,,,,,
2014,Telangana,Nizamabad,3665.92,,,,,,
2015,Telangana,Nizamabad,2680.71,,,,,,
2016,Telangana,Nizamabad,4011.74,,,,,,
2017,Telangana,Nizamabad,3626.14,,,,,,
1966,Telangana,Medak,1422.68,,,,,,
1967,Telangana,Medak,1490.57,,,,,,
1968,Telangana,Medak,996.88,,,,,,
1969,Telangana,Medak,969.21,,,,,,
1970,Telangana,Medak,1222.64,,,,,,
1971,Telangana,Medak,1069.14,,,,,,
1972,Telangana,Medak,307.98,,,,,,
1973,Telangana,Medak,1499.45,,,,,,
1974,Telangana,Medak,1493.91,,,,,,
1975,Telangana,Medak,1503.12,,,,,,
1976,Telangana,Medak,1629.66,,,,,,
1977,Telangana,Medak,1275.95,,,,,,
1978,Telangana,Medak,2038.74,,,,,,
1979,Telangana,Medak,1607.59,,,,,,
1980,Telangana,Medak,1827.96,,,,,,
1981,Telangana,Medak,1619.05,,,,,,
1982,Telangana,Medak,1931.8,,,,,,
1983,Telangana,Medak,1837.42,,,,,,
1984,Telangana,Medak,1631.63,,,,,,
1985,Telangana,Medak,1527.14,,,,,,
1986,Telangana,Medak,1075.0,,,,,,
1987,Telangana,Medak,1909.09,,,,,,
1988,Telangana,Medak,1907.44,,,,,,
1989,Telangana,Medak,2069.25,,,,,,
1990,Telangana,Medak,2177.51,,,,,,
1991,Telangana,Medak,1620.05,,,,,,
1992,Telangana,Medak,1758.22,,,,,,
1993,Telangana,Medak,1782.61,,,,,,
1994,Telangana,Medak,2234.57,,,,,,
1995,Telangana,Medak,1800.0,,,,,,
1996,Telangana,Medak,2027.78,,,,,,
1997,Telangana,Medak,1824.32,,,,,,
1998,Telangana,Medak,2463.41,,,,,,
1999,Telangana,Medak,1970.93,,,,,,
2000,Telangana,Medak,2729.8,,,,,,
2001,Telangana,Medak,2548.18,,,,,,
2002,Telangana,Medak,2051.95,,,,,,
2003,Telangana,Medak,2503.01,,,,,,
2004,Telangana,Medak,1992.96,,,,,,
2005,Telangana,Medak,2900.55,,,,,,
2006,Telangana,Medak,2699.06,,,,,,
2007,Telangana,Medak,3033.29,,,,,,
2008,Telangana,Medak,2884.67,,,,,,
2009,Telangana,Medak,2799.45,,,,,,
2010,Telangana,Medak,3561.98,,,,,,
2011,Telangana,Medak,2969.86,,,,,,
2012,Telangana,Medak,3376.22,,,,,,
2013,Telangana,Medak,3652.63,,,,,,
2014,Telangana,Medak,3274.24,,,,,,
2015,Telangana,Medak,2848.76,,,,,,
2016,Telangana,Medak,3707.62,,,,,,
2017,Telangana,Medak,3406.18,,,,,,
1966,Telangana,Mahabubnagar,1186.92,,,,,,
1967,Telangana,Mahabubnagar,1168.07,,,,,,
1968,Telangana,Mahabubnagar,1094.26,,,,,,
1969,Telangana,Mahabubnagar,1041.29,,,,,,
1970,Telangana,Mahabubnagar,1039.97,,,,,,
1971,Telangana,Mahabubnagar,1159.95,,,,,,
1972,Telangana,Mahabubnagar,1113.43,,,,,,
1973,Telangana,Mahabubnagar,1555.97,,,,,,
1974,Telangana,Mahabubnagar,1333.06,,,,,,
1975,Telangana,Mahabubnagar,1278.39,,,,,,
1976,Telangana,Mahabubnagar,1255.72,,,,,,
1977,Telangana,Mahabubnagar,1428.99,,,,,,
1978,Telangana,Mahabubnagar,1716.8,,,,,,
1979,Telangana,Mahabubnagar,1812.5,,,,,,
1980,Telangana,Mahabubnagar,1639.71,,,,,,
1981,Telangana,Mahabubnagar,1816.46,,,,,,
1982,Telangana,Mahabubnagar,1465.82,,,,,,
1983,Telangana,Mahabubnagar,1545.98,,,,,,
1984,Telangana,Mahabubnagar,1352.63,,,,,,
1985,Telangana,Mahabubnagar,1339.62,,,,,,
1986,Telangana,Mahabubnagar,1135.14,,,,,,
1987,Telangana,Mahabubnagar,1423.08,,,,,,
1988,Telangana,Mahabubnagar,2151.65,,,,,,
1989,Telangana,Mahabubnagar,1831.94,,,,,,
1990,Telangana,Mahabubnagar,1967.74,,,,,,
1991,Telangana,Mahabubnagar,2375.16,,,,,,
1992,Telangana,Mahabubnagar,1768.33,,,,,,
1993,Telangana,Mahabubnagar,1680.0,,,,,,
1994,Telangana,Mahabubnagar,1753.62,,,,,,
1995,Telangana,Mahabubnagar,1910.0,,,,,,
1996,Telangana,Mahabubnagar,2198.35,,,,,,
1997,Telangana,Mahabubnagar,1945.65,,,,,,
1998,Telangana,Mahabubnagar,1986.39,,,,,,
1999,Telangana,Mahabubnagar,1696.55,,,,,,
2000,Telangana,Mahabubnagar,2591.79,,,,,,
2001,Telangana,Mahabubnagar,2389.49,,,,,,
2002,Telangana,Mahabubnagar,2018.18,,,,,,
2003,Telangana,Mahabubnagar,2317.69,,,,,,
2004,Telangana,Mahabubnagar,2264.65,,,,,,
2005,Telangana,Mahabubnagar,2501.29,,,,,,
2006,Telangana,Mahabubnagar,2444.18,,,,,,
2007,Telangana,Mahabubnagar,2874.93,,,,,,
2008,Telangana,Mahabubnagar,2910.32,,,,,,
2009,Telangana,Mahabubnagar,2447.88,,,,,,
2010,Telangana,Mahabubnagar,2774.63,,,,,,
2011,Telangana,Mahabubnagar,2304.64,,,,,,
2012,Telangana,Mahabubnagar,2679.01,,,,,,
2013,Telangana,Mahabubnagar,2838.76,,,,,,
2014,Telangana,Mahabubnagar,2600.61,,,,,,
2015,Telangana,Mahabubnagar,2233.28,,,,,,
2016,Telangana,Mahabubnagar,2696.59,,,,,,
2017,Telangana,Mahabubnagar,2459.12,,,,,,
1966,Telangana,Nalgonda,945.95,,,,,,
1967,Telangana,Nalgonda,1342.28,,,,,,
1968,Telangana,Nalgonda,1016.04,,,,,,
1969,Telangana,Nalgonda,1046.95,,,,,,
1970,Telangana,Nalgonda,1245.09,,,,,,
1971,Telangana,Nalgonda,1393.94,,,,,,
1972,Telangana,Nalgonda,1575.03,,,,,,
1973,Telangana,Nalgonda,1456.0,,,,,,
1974,Telangana,Nalgonda,1594.12,,,,,,
1975,Telangana,Nalgonda,1750.08,,,,,,
1976,Telangana,Nalgonda,1556.67,,,,,,
1977,Telangana,Nalgonda,1832.4,,,,,,
1978,Telangana,Nalgonda,1845.03,,,,,,
1979,Telangana,Nalgonda,2000.0,,,,,,
1980,Telangana,Nalgonda,1983.61,,,,,,
1981,Telangana,Nalgonda,2252.38,,,,,,
1982,Telangana,Nalgonda,2326.36,,,,,,
1983,Telangana,Nalgonda,2343.67,,,,,,
